houshold,brand_car,age_car_yr,Sum_Totprem_Auto,Cars,salard_Age_cus_HH,cus_tenure_mth,HH_tenure_mth,FA_DCT,Fc,FD,cs_flag_auto,zone,salary,rural_urban,fraud_Ind
4807,2,13,0,2,51,3,29,0,2,2,0,2,4209822,0,0
4808,2,10,0,2,50,246,287,0,6,2,0,1,3998301,0,0
4809,2,9,0,2,47,272,141,1,2,1,0,3,3082014,0,0
4810,2,7,0,3,48,180,232,0,6,1,0,1,3863509,1,0
4811,2,4,0,2,33,256,269,1,3,2,0,4,3250835,0,0
4812,1,4,0,1,25,42,90,0,1,3,0,3,2498834,0,0
4813,2,4,0,1,47,40,82,0,1,1,0,6,1970470,0,0
4814,1,4,0,3,29,160,199,0,2,1,0,3,4455849,0,0
4815,7,5,0,3,48,20,46,0,6,1,0,3,1922485,0,0
4816,2,9,0,2,40,189,215,1,4,1,0,3,1954618,0,0
4817,3,9,0,1,37,340,358,0,6,2,0,3,2952805,0,0
4818,3,3,0,5,51,7,12,0,2,4,0,4,1700946,0,0
4819,4,10,0,1,42,265,308,1,6,3,0,3,1487258,1,0
4820,2,14,0,3,49,83,137,0,3,2,0,3,3788301,0,0
4821,2,7,0,1,33,100,133,0,4,3,0,5,3074975,0,0
4822,2,7,0,2,40,253,284,0,4,1,0,4,4166396,0,0
4823,1,11,0,3,40,86,140,0,3,2,0,4,2038866,0,0
4824,2,36,0,3,37,97,134,1,2,4,0,4,3634624,0,0
4825,2,11,0,3,49,71,111,0,2,3,0,5,3480905,1,0
4826,5,13,0,2,49,73,98,0,2,1,0,5,3724116,0,0
4827,5,3,0,2,44,268,288,0,1,2,0,4,2792974,0,0
4828,2,3,0,1,28,251,268,0,1,2,0,6,2264692,0,0
4829,1,16,0,3,40,136,180,0,6,2,0,3,2952145,0,0
4830,1,6,0,2,43,208,224,0,2,2,0,4,1799776,0,0
4831,1,9,0,2,29,308,345,0,5,3,0,6,1376839,0,0
4832,1,34,0,3,30,219,206,0,1,4,0,4,1647257,0,0
4833,3,6,0,2,38,45,60,1,6,4,0,3,2871305,0,0
4834,1,6,0,4,32,179,173,0,4,2,0,5,3088855,0,0
4835,3,6,0,3,30,61,90,0,2,1,0,5,2326638,0,0
4836,3,11,0,1,29,150,181,0,6,3,0,4,3481671,0,0
4837,2,6,0,2,42,222,235,0,6,4,0,4,4433299,0,0
4838,1,6,0,1,32,124,162,0,2,4,0,3,2868078,0,0
4839,1,36,0,4,28,331,349,1,6,1,0,4,1665610,0,0
4840,1,7,0,1,48,287,303,0,3,4,0,4,3448917,0,0
4841,1,18,0,3,39,16,58,1,2,3,0,3,4242401,1,0
4842,7,17,0,2,31,187,115,1,2,4,0,4,4040861,0,0
4843,2,17,0,2,46,178,239,0,3,2,0,3,1589039,0,0
4844,1,9,0,3,31,290,330,0,2,2,0,3,1625974,0,0
4845,3,12,0,1,43,172,136,0,2,2,0,3,3866827,0,0
4846,2,28,0,1,49,141,164,0,2,4,0,4,1685840,0,0
4847,4,9,0,3,47,73,115,0,2,4,0,5,1467461,0,0
4848,7,1,0,3,36,62,85,0,6,3,0,5,3503899,0,0
4849,2,35,0,2,43,133,175,0,2,1,0,4,4147295,0,0
4850,4,35,0,4,42,261,292,0,2,1,0,4,2546137,1,0
4851,1,17,0,1,41,215,228,0,6,2,0,6,2997401,1,0
4852,2,11,0,2,25,113,136,0,4,1,0,3,3108723,1,0
4853,1,6,0,4,28,11,46,0,2,6,0,6,4353258,0,0
4854,1,20,0,3,31,222,296,0,3,1,0,3,4116355,1,0
4855,4,7,0,3,48,132,150,0,1,2,0,4,3433657,0,0
4856,2,7,0,1,41,157,178,1,6,5,0,6,2066109,0,0
4857,1,27,0,1,47,246,264,0,4,6,0,5,2685725,0,0
4858,2,11,0,1,32,202,238,1,1,4,0,4,2412865,1,0
4859,2,7,0,1,37,79,122,0,1,1,0,5,2829607,1,0
4860,1,11,0,2,50,247,128,0,1,4,0,4,4217343,0,0
4861,1,21,0,3,25,137,100,1,3,1,0,4,4548506,0,0
4862,3,7,0,4,42,122,208,0,2,2,0,4,2767704,1,0
4863,7,24,0,2,37,208,244,0,1,4,0,1,4458977,1,0
4864,7,6,0,2,48,252,302,0,1,2,0,1,3408651,0,0
4865,7,8,0,1,50,122,143,0,5,1,0,1,2911732,0,0
4866,3,12,0,1,35,37,74,0,2,2,0,1,3364529,0,0
4867,7,5,0,1,36,203,215,0,6,2,0,1,2201137,1,0
4868,1,3,0,1,39,59,71,0,6,3,0,1,3442040,0,0
4869,1,4,0,2,32,235,275,0,2,2,0,1,4275510,0,0
4870,2,14,0,1,33,117,177,1,1,2,0,1,4088511,0,0
4871,7,14,0,3,46,77,173,1,1,3,0,1,1961072,0,0
4872,4,15,0,1,50,221,234,0,6,1,0,1,2763742,0,0
4873,2,15,0,2,29,92,111,0,6,3,0,1,2567982,0,0
4874,3,6,0,1,41,150,185,0,6,2,0,1,1957940,0,0
4875,3,3,0,1,51,312,331,0,6,3,0,1,3588013,0,0
4876,3,19,0,1,34,7,12,0,3,3,0,1,4590439,0,0
4877,7,15,0,1,25,35,40,0,1,2,0,2,1664662,0,0
4878,1,5,0,4,32,202,252,1,2,1,0,1,4513614,0,0
4879,1,5,0,1,46,7,12,0,1,3,0,1,2330771,0,0
4880,2,5,0,3,49,256,148,0,3,4,0,1,3435942,1,0
4881,2,25,0,1,27,119,164,0,3,3,0,6,2533361,1,0
4882,7,8,0,1,47,258,127,0,1,1,0,6,2995938,0,0
4883,7,17,0,1,31,187,220,0,2,1,0,4,4656573,1,0
4884,2,17,0,3,45,240,173,0,2,2,0,5,1483170,0,0
4885,7,20,0,1,32,246,294,0,2,3,0,2,1578058,0,0
4886,2,2,0,2,25,61,86,0,1,1,0,4,4048597,1,0
4887,7,19,0,2,37,115,158,1,2,2,0,4,2110654,0,0
4888,1,6,0,1,42,34,61,0,4,2,0,3,4015195,0,0
4889,2,1,0,2,27,110,144,0,3,4,0,3,2492884,0,0
4890,2,7,0,1,41,176,191,0,2,2,0,3,2706954,0,0
4891,2,9,0,2,36,178,249,1,1,3,0,3,3163017,0,0
4892,2,4,0,1,25,171,183,0,2,1,0,4,1885444,0,0
4893,2,4,0,2,41,270,292,0,6,4,0,3,4547759,1,0
4894,1,29,0,1,28,226,253,0,4,2,0,4,1549470,1,0
4895,3,29,0,1,37,82,111,0,2,4,0,3,3368438,0,0
4896,3,29,0,2,50,215,254,0,1,1,0,6,2554807,0,0
4897,1,25,0,2,30,171,220,1,1,2,0,4,3317798,0,0
4898,1,3,0,2,32,232,269,0,3,3,0,3,3456764,0,0
4899,1,10,0,3,45,68,100,0,2,1,0,3,2956424,0,0
4900,1,14,0,3,39,73,112,1,4,3,0,3,3772084,1,0
4901,2,7,0,1,25,291,307,0,6,3,0,5,2299186,0,0
4902,1,21,0,4,41,110,173,0,6,2,0,4,2873864,0,0
4903,1,10,0,3,44,51,88,0,3,3,0,6,3992592,0,0
4904,5,36,0,1,32,82,119,0,2,4,0,3,2878390,0,0
4905,1,9,0,3,31,208,254,1,2,3,0,3,4093186,0,0
4906,2,9,0,3,46,7,12,1,2,1,0,4,1802415,0,0
4907,1,25,0,3,27,41,46,0,6,1,0,3,1980394,1,0
4908,3,8,0,3,40,129,158,1,1,1,0,3,3352197,0,0
4909,7,28,0,3,25,216,142,0,3,3,0,3,3218121,0,0
4910,2,18,0,2,48,92,141,0,2,3,0,4,1932767,0,0
4911,7,9,0,1,29,227,139,0,1,3,0,6,1706202,0,0
4912,2,5,0,3,43,276,302,0,4,2,0,6,2421798,0,0
4913,1,8,0,1,41,16,54,1,1,1,0,4,1662578,1,0
4914,7,1,0,1,27,3,43,0,6,3,0,4,3390695,0,0
4915,4,1,0,1,40,16,58,1,6,2,0,3,1743919,0,0
4916,3,5,0,2,38,151,172,1,3,2,0,5,3479638,1,0
4917,3,4,0,1,51,223,204,0,1,4,0,5,4251568,0,0
4918,1,2,0,2,50,38,75,0,3,1,0,3,1756183,0,0
4919,2,17,0,2,50,82,116,0,6,2,0,4,2939236,0,0
4920,2,12,0,3,46,41,89,0,6,2,0,5,3046935,0,0
4921,7,3,0,2,48,51,92,0,6,3,0,4,3684715,0,0
4922,3,8,0,1,49,257,296,0,2,1,0,4,2582441,1,0
4923,2,11,0,2,25,335,354,0,2,2,0,4,4090891,0,0
4924,2,7,0,1,25,7,36,0,2,3,0,5,3877631,0,0
4925,7,16,0,1,51,231,271,1,1,2,0,4,4017991,0,0
4926,1,13,0,1,42,216,112,0,2,3,0,7,3658702,0,0
4927,2,35,0,1,29,294,342,0,3,3,0,7,4329633,0,0
4928,2,5,0,2,42,23,28,0,2,3,0,5,1756163,0,0
4929,1,17,0,1,25,252,284,0,2,1,0,5,1388847,0,0
4930,1,13,0,4,25,152,172,1,1,2,0,4,1608619,0,0
4931,1,21,0,1,42,180,208,1,6,4,0,4,3431957,1,0
4932,2,14,0,1,26,97,150,1,4,1,0,4,3180373,0,0
4933,2,5,0,1,42,79,175,1,2,5,0,3,4245647,0,0
4934,1,6,0,3,36,15,52,1,2,1,0,4,1704699,0,0
4935,7,10,0,3,51,211,237,0,2,1,0,5,1625644,0,0
4936,7,5,0,3,35,63,112,0,3,1,0,5,1778460,0,0
4937,2,8,0,1,46,228,183,0,6,2,0,4,3902143,0,0
4938,2,3,0,2,32,266,243,0,1,2,0,5,2235623,1,0
4939,2,22,0,3,36,222,141,1,2,2,0,5,4371185,0,0
4940,2,4,0,5,45,34,39,0,3,5,0,4,3059559,1,0
4941,2,3,0,4,34,197,134,0,2,1,0,5,4111665,0,0
4942,2,3,0,1,36,287,313,0,2,3,0,4,1523904,0,0
4943,2,19,0,1,27,89,103,0,3,3,0,4,2414580,1,0
4944,2,19,0,2,48,87,109,0,2,2,0,4,4335420,0,0
4945,1,9,0,1,25,53,101,0,6,3,0,4,3905565,0,0
4946,1,12,0,1,27,190,231,1,3,1,0,7,1539709,0,0
4947,1,16,0,1,44,68,135,1,2,2,0,1,1389017,0,0
4948,7,14,0,1,29,169,216,0,1,2,0,1,3083333,0,0
4949,2,14,0,3,49,173,146,0,1,1,0,1,2674226,0,0
4950,7,15,0,2,34,199,274,0,1,2,0,2,1964077,1,0
4951,2,6,0,1,31,221,120,0,1,1,0,1,3988531,1,0
4952,1,12,0,1,37,114,226,0,3,1,0,1,3854495,0,0
4953,1,3,0,2,30,217,230,0,3,5,0,1,2030397,0,0
4954,1,3,0,4,36,116,165,0,2,3,0,1,1480841,0,0
4955,3,6,0,4,35,140,265,0,3,3,0,1,3269487,0,0
4956,2,12,0,1,29,57,72,0,1,6,0,1,3024868,1,0
4957,2,8,0,2,47,207,248,0,3,2,0,1,1779348,0,0
4958,7,25,0,3,44,287,334,0,2,2,0,1,2911446,1,0
4959,3,15,0,1,43,205,232,0,3,3,0,1,2199717,0,0
4960,1,7,0,1,37,295,321,0,3,2,0,1,3524594,0,0
4961,2,9,0,2,48,237,203,0,2,1,0,1,4439616,0,0
4962,2,5,0,4,25,185,258,0,3,1,0,1,1967014,0,0
4963,1,5,0,1,36,200,233,1,3,2,0,3,4623967,0,0
4964,4,17,0,1,36,283,263,0,1,3,0,1,3676500,1,0
4965,3,5,0,1,25,295,325,0,3,3,0,1,3537870,0,0
4966,7,14,0,1,27,212,128,0,2,4,0,1,4282057,0,0
4967,2,5,0,2,51,85,123,0,1,3,0,1,3865669,0,0
4968,1,19,0,2,28,210,122,0,3,2,0,1,3892258,0,0
4969,2,19,0,3,25,171,192,0,1,3,0,1,3783582,0,0
4970,3,1,0,2,28,7,12,1,2,2,0,1,4239567,1,0
4971,7,20,0,1,29,213,246,1,2,3,0,2,2753138,0,0
4972,2,6,0,1,46,164,254,0,1,2,0,4,2074979,0,0
4973,3,9,0,1,51,202,231,0,3,1,0,3,4237182,0,0
4974,2,7,0,3,42,103,151,0,3,1,0,4,2023385,0,0
4975,2,5,0,1,51,289,313,1,2,1,0,4,3026441,0,0
4976,2,12,0,2,41,295,339,0,3,2,0,3,3412983,0,0
4977,7,29,0,2,32,12,30,0,3,2,0,4,2050534,0,0
4978,7,29,0,4,25,280,330,1,4,1,0,5,4041237,0,0
4979,1,29,0,1,43,318,332,0,3,1,0,2,2030895,0,0
4980,2,29,0,2,43,292,308,0,3,1,0,6,3135947,1,0
4981,4,9,0,1,27,15,28,0,3,2,0,5,1327701,0,0
4982,1,7,0,1,36,2,44,0,3,3,0,5,3215953,0,0
4983,2,13,0,1,39,289,331,0,1,1,0,3,4585832,0,0
4984,3,13,0,2,47,87,195,0,2,1,0,6,3416331,0,0
4985,1,11,0,1,27,191,155,0,3,2,0,6,4065351,1,0
4986,3,10,0,2,36,28,73,0,3,4,0,6,2768245,0,0
4987,3,36,0,2,36,279,294,0,2,2,0,3,3749237,1,0
4988,1,6,0,3,25,203,227,0,3,2,0,3,3735846,0,0
4989,1,7,0,1,28,63,92,0,4,2,0,3,2657342,0,0
4990,4,18,0,1,37,200,181,0,2,3,0,4,3449554,0,0
4991,7,8,0,2,40,104,116,0,2,2,0,4,4460111,0,0
4992,7,8,0,2,43,232,266,1,4,3,0,3,1587825,1,0
4993,3,36,0,3,51,33,38,0,3,2,0,3,2755665,0,0
4994,7,14,0,3,46,273,256,0,2,2,0,4,3006845,0,0
4995,7,15,0,1,49,305,323,1,2,2,0,6,2320447,0,0
4996,4,24,0,1,51,267,316,0,2,2,0,3,2192987,0,0
4997,1,16,0,2,34,118,169,0,2,3,0,3,1979244,1,0
4998,1,12,0,1,34,38,64,1,3,1,0,3,3645002,0,0
4999,2,24,0,1,37,77,108,1,3,2,0,6,4338108,0,0
5000,2,20,0,4,28,266,279,0,1,2,0,3,3876537,0,0
5001,1,16,0,1,47,175,258,0,1,2,0,6,2841060,0,0
5002,3,16,0,1,25,239,252,0,2,2,0,3,4321109,0,0
5003,1,2,0,1,31,222,263,1,2,2,0,3,1357620,0,0
5004,1,5,0,4,36,155,170,0,1,2,0,4,2811808,1,0
5005,7,5,0,1,34,225,274,0,1,1,0,2,3225998,0,0
5006,1,9,0,2,27,136,165,0,3,2,0,5,3259602,0,0
5007,4,8,0,1,50,131,237,0,2,3,0,5,4417313,0,0
5008,3,8,0,4,48,136,297,0,1,1,0,3,3764784,0,0
5009,7,23,0,1,30,38,67,0,2,5,0,3,1927576,0,0
5010,4,22,0,1,27,324,345,0,1,5,0,3,3494738,0,0
5011,2,11,0,1,25,286,319,0,3,2,0,3,3915764,0,0
5012,2,21,0,1,45,133,169,0,5,1,0,6,4018191,0,0
5013,1,5,0,1,25,283,312,0,1,1,0,3,3998609,0,0
5014,1,12,0,1,29,12,17,1,1,2,0,3,1413540,0,0
5015,3,12,0,1,43,336,360,0,3,4,0,4,3210713,0,0
5016,3,2,0,1,36,24,29,0,1,2,0,5,3684929,0,0
5017,1,5,0,4,43,114,154,0,4,2,0,2,4300675,1,0
5018,1,15,0,2,39,241,118,0,2,2,0,2,1594417,0,0
5019,2,24,0,2,29,7,12,0,1,1,0,3,3313471,0,0
5020,2,5,0,2,50,223,227,1,2,2,0,2,3965813,0,0
5021,2,21,0,2,36,25,42,1,1,1,0,3,4628535,1,0
5022,1,5,0,2,30,234,258,0,3,3,0,6,1594464,1,0
5023,1,19,0,1,32,276,295,0,3,1,0,2,2666253,0,0
5024,1,9,0,5,29,321,348,0,2,1,0,4,4009214,0,0
5025,2,9,0,1,27,147,291,0,2,4,0,3,3846355,0,0
5026,2,9,0,1,49,163,199,0,2,3,0,3,1603508,1,0
5027,2,9,0,3,25,7,12,0,1,4,0,3,1303439,0,0
5028,7,20,0,2,37,199,231,1,2,2,0,2,3537561,0,0
5029,7,16,0,1,25,136,234,0,3,3,0,3,3805998,0,0
5030,2,16,0,2,32,33,50,0,3,3,0,3,4174904,0,0
5031,2,14,0,2,45,154,287,0,2,3,0,4,2694655,0,0
5032,2,14,0,1,51,204,242,1,3,2,0,5,3496532,0,0
5033,7,12,0,1,39,217,250,0,3,1,0,3,2587809,1,0
5034,7,12,0,2,28,120,145,1,1,4,0,4,1617802,1,0
5035,1,15,0,2,48,5,17,1,1,2,0,3,2559246,0,0
5036,3,20,0,2,47,225,254,1,3,2,0,6,1760393,0,0
5037,2,12,0,4,46,1,32,0,2,2,0,6,3739609,1,0
5038,1,17,0,2,25,185,204,0,1,6,0,2,4212785,0,0
5039,1,17,0,3,47,231,251,0,4,4,0,4,3579710,0,0
5040,4,10,0,3,28,182,194,0,1,1,0,2,2224746,0,0
5041,2,14,0,1,27,243,286,0,2,3,0,3,3291062,0,0
5042,2,13,0,1,37,240,114,0,1,6,0,3,2851542,0,0
5043,2,26,0,1,42,102,124,1,4,3,0,2,1746012,0,0
5044,7,11,0,4,47,153,177,1,2,1,0,3,1882338,0,0
5045,1,13,0,2,50,8,13,1,1,2,0,3,2792302,0,0
5046,1,3,0,1,26,213,249,0,4,6,0,2,4687783,0,0
5047,2,23,0,1,51,39,44,0,2,2,0,3,2559292,0,0
5048,4,20,0,3,30,186,223,0,3,2,0,5,2039705,0,0
5049,4,1,0,3,27,98,105,0,3,2,0,2,2924545,0,0
5050,1,10,0,1,46,54,77,0,3,3,0,3,3592046,0,0
5051,1,7,0,2,27,26,51,1,4,1,0,5,3892541,0,0
5052,1,9,0,1,46,71,141,0,2,3,0,4,3802836,0,0
5053,1,9,0,2,39,177,206,0,1,1,0,5,4052028,0,0
5054,2,6,0,4,38,204,217,0,1,1,0,4,1658400,0,0
5055,1,12,0,2,31,109,143,0,2,1,0,3,4248542,0,0
5056,7,4,0,1,33,196,227,0,2,3,0,2,2462163,0,0
5057,4,4,0,2,48,28,57,1,2,2,0,3,4206453,0,0
5058,2,4,0,2,45,210,223,0,2,1,0,2,3502902,0,0
5059,1,5,0,2,45,271,288,0,3,3,0,4,4031097,0,0
5060,4,20,0,3,37,190,178,0,2,1,0,5,2101426,0,0
5061,7,24,0,3,41,18,30,0,3,2,0,4,3744036,0,0
5062,3,9,0,1,35,131,145,0,1,1,0,3,2731799,1,0
5063,3,10,0,2,28,56,104,0,1,3,0,3,4362673,0,0
5064,1,1,0,2,37,298,319,0,1,1,0,2,4352830,0,0
5065,4,9,0,1,46,3,22,1,2,2,0,4,1603372,0,0
5066,3,6,0,1,30,182,219,0,3,1,0,2,2073287,0,0
5067,3,14,0,2,25,175,223,1,2,4,0,2,3206170,0,0
5068,7,11,0,2,39,144,168,0,2,2,0,2,3057582,0,0
5069,3,11,0,3,25,242,286,0,3,2,0,5,1940011,0,0
5070,3,11,0,1,37,74,94,0,2,4,0,3,1500519,0,0
5071,1,16,0,1,39,138,202,0,3,1,0,4,1647833,0,0
5072,7,5,0,2,51,101,265,0,1,1,0,3,4454040,0,0
5073,3,10,64299.36,2,44,266,291,0,1,1,1,3,4078269,0,0
5074,7,10,55460.96,1,51,142,209,0,1,1,1,2,4351274,0,0
5075,7,12,19223.52,1,47,53,87,0,2,1,1,2,2331949,0,0
5076,2,16,77998.88,2,35,322,353,0,2,4,1,2,2393422,0,0
5077,3,9,20770.24,3,39,69,94,0,2,1,1,4,1736796,0,0
5078,2,2,54135.2,2,49,223,245,1,3,2,1,3,2757916,1,0
5079,1,26,16130.08,2,45,26,73,1,3,1,1,4,2204990,1,0
5080,2,24,69823.36,2,44,287,316,0,1,3,1,5,3032811,0,0
5081,2,8,8175.52,1,25,14,37,0,3,3,1,5,3950651,0,0
5082,1,26,16130.08,1,43,59,73,0,1,1,1,2,3786277,0,0
5083,1,20,64078.4,4,34,266,290,1,1,1,1,3,4676251,0,0
5084,2,16,76452.16,1,25,303,346,1,1,3,1,2,3822161,0,0
5085,7,18,22537.92,2,42,224,150,0,2,1,1,2,3866590,0,0
5086,3,12,64520.32,1,35,278,292,0,2,2,1,5,1464299,0,0
5087,1,15,31155.36,2,25,92,141,0,3,3,1,5,2743735,0,0
5088,1,28,58554.4,1,49,225,265,1,1,5,1,2,2403633,0,0
5089,1,22,66950.88,1,35,285,303,0,3,2,1,3,3945566,0,0
5090,1,1,75789.28,2,44,320,343,0,2,2,1,5,1608311,1,0
5091,2,2,37342.24,3,29,138,293,0,2,1,1,4,2740565,0,0
5092,1,5,4419.2,1,25,15,20,0,2,2,1,3,2421106,0,0
5093,1,9,0,3,38,154,194,0,3,1,0,2,3839830,1,0
5094,1,9,28945.76,3,50,95,131,0,3,2,1,3,3920558,0,0
5095,1,8,42203.36,1,33,156,191,1,3,1,1,3,1424183,0,0
5096,2,20,12373.76,1,25,17,56,1,2,1,1,5,2254336,0,0
5097,2,20,59880.16,1,30,250,125,1,4,4,1,3,3114403,1,0
5098,3,6,55902.88,2,38,269,158,0,2,4,1,3,2853711,0,0
5099,2,2,66950.88,2,33,274,303,0,3,2,1,3,2041141,0,0
5100,2,21,29387.68,2,30,241,121,1,2,1,1,4,2169265,1,0
5101,1,18,20770.24,2,28,67,94,0,5,3,1,2,4563452,0,0
5102,7,18,29829.6,1,31,222,222,0,3,2,1,2,2399953,1,0
5103,1,19,14141.44,3,48,21,64,0,1,3,1,2,4493897,0,0
5104,3,5,50157.92,3,34,193,102,0,5,2,1,2,4613557,0,0
5105,2,7,0,2,48,150,275,1,3,3,0,3,3165479,0,0
5106,3,12,0,2,47,291,317,1,3,1,0,5,3369916,1,0
5107,1,9,0,3,35,100,220,0,2,2,0,5,3709308,0,0
5108,1,5,0,1,36,251,280,0,4,2,0,5,3533866,0,0
5109,3,17,0,2,43,175,187,0,2,1,0,5,4054101,0,0
5110,2,10,0,1,46,163,176,1,1,1,0,6,1789390,1,0
5111,2,4,0,1,25,246,266,1,2,1,0,5,2974257,1,0
5112,2,22,0,2,27,277,305,0,4,1,0,3,3409418,0,0
5113,3,21,0,1,47,122,170,0,3,2,0,6,2897902,0,0
5114,3,3,0,4,42,165,155,0,1,1,0,4,2502987,0,0
5115,1,5,0,1,46,231,278,0,1,2,0,3,3887301,0,0
5116,2,24,0,2,49,131,166,0,3,2,0,6,3833198,0,0
5117,2,19,0,1,35,134,235,1,3,2,0,3,2213980,0,0
5118,1,20,0,3,31,28,76,1,2,5,0,4,1512180,0,0
5119,7,12,0,3,36,71,96,0,4,4,0,5,4152370,0,0
5120,1,12,0,3,49,230,252,0,3,4,0,3,1631623,1,0
5121,2,3,0,1,35,10,34,0,3,1,0,3,3789205,0,0
5122,5,16,0,1,26,98,163,0,3,1,0,5,3939729,0,0
5123,4,9,0,2,44,141,243,0,3,1,0,4,3682566,0,0
5124,1,1,0,1,32,327,353,0,3,4,0,5,1846471,1,0
5125,7,6,0,1,44,164,176,1,2,1,0,4,3730205,0,0
5126,1,11,0,1,37,58,107,0,2,3,0,3,1774682,0,0
5127,1,15,0,1,43,209,259,0,4,2,0,3,3358509,0,0
5128,1,5,0,1,51,30,35,0,3,2,0,6,3530464,0,0
5129,1,5,0,3,31,11,47,0,4,2,0,5,2817401,0,0
5130,4,5,0,4,28,228,182,1,2,2,0,4,1595818,0,0
5131,7,4,0,1,51,89,121,0,2,4,0,1,1950980,0,0
5132,2,8,0,1,49,176,154,0,3,4,0,1,3119274,0,0
5133,3,16,0,2,31,7,12,0,2,1,0,3,4048823,0,0
5134,2,37,0,2,39,97,147,0,3,1,0,1,2151338,0,0
5135,2,14,0,2,29,105,145,0,3,2,0,2,4069449,0,0
5136,7,13,0,1,27,97,117,0,3,2,0,3,3830544,0,0
5137,2,17,0,1,43,191,222,0,2,1,0,4,2012509,0,0
5138,2,12,0,4,38,133,292,1,3,1,0,1,4167592,0,0
5139,7,14,0,3,47,138,146,0,2,6,0,1,2279058,1,0
5140,3,17,0,1,32,131,266,0,1,2,0,2,2686091,0,0
5141,2,17,0,2,27,21,44,0,5,2,0,1,3680398,0,0
5142,7,13,0,3,34,135,173,0,3,6,0,3,1369816,0,0
5143,4,9,0,2,30,110,139,0,1,4,0,1,2644867,0,0
5144,2,9,0,2,39,227,271,0,1,2,0,2,2741638,0,0
5145,3,43,0,1,33,96,202,0,2,1,0,2,3303209,0,0
5146,1,43,0,2,36,116,170,0,2,1,0,1,1652283,0,0
5147,4,7,0,3,28,198,216,0,3,1,0,1,2848914,0,0
5148,2,12,0,1,42,253,300,0,2,6,0,1,2619240,0,0
5149,2,9,0,3,30,143,161,0,2,3,0,1,3272834,1,0
5150,2,27,0,2,50,27,32,0,2,1,0,1,4494009,0,0
5151,1,14,0,2,43,24,46,0,1,3,0,4,4415867,0,0
5152,7,14,0,3,46,156,197,1,3,1,0,2,4303642,0,0
5153,3,7,0,1,25,117,219,1,3,1,0,2,3291239,1,0
5154,4,7,0,3,30,182,207,1,3,3,0,2,1795976,0,0
5155,1,15,0,1,45,147,120,0,2,2,0,5,3377910,0,0
5156,3,39,0,1,45,272,303,0,2,3,0,5,3702585,0,0
5157,4,10,0,3,37,180,220,0,4,1,0,2,3831096,0,0
5158,3,36,0,1,32,7,48,0,1,3,0,5,2047673,0,0
5159,7,9,0,1,26,202,221,0,1,3,0,1,2478584,0,0
5160,7,5,0,1,48,299,317,1,3,1,0,2,2401317,1,0
5161,1,8,0,4,40,177,209,1,4,1,0,2,3919830,1,0
5162,2,20,0,4,41,7,12,0,1,2,0,1,2987008,1,0
5163,2,15,0,2,47,139,178,0,2,3,0,3,1479029,0,0
5164,1,5,0,1,30,209,209,0,5,2,0,2,1903461,0,0
5165,7,16,0,1,43,165,179,0,1,1,0,3,3595412,1,0
5166,1,16,0,1,43,38,72,0,1,2,0,1,2477368,0,0
5167,7,2,0,3,39,281,135,0,3,3,0,1,2730338,0,0
5168,2,22,0,2,51,334,359,1,1,2,0,2,3102173,1,0
5169,2,12,0,3,43,191,150,1,3,3,0,1,2212525,0,0
5170,2,4,0,3,26,90,192,1,2,3,0,1,4508502,0,0
5171,4,3,0,2,45,192,137,0,3,1,0,1,4597748,0,0
5172,7,18,0,1,47,109,137,0,2,1,0,2,2100640,0,0
5173,2,17,0,2,32,232,271,0,2,1,0,2,4202815,0,0
5174,2,12,0,3,49,161,187,1,4,1,0,1,1920913,0,0
5175,7,17,0,1,47,122,277,1,3,2,0,4,3348577,0,0
5176,7,8,0,3,31,144,164,0,2,3,0,4,2524072,0,0
5177,2,6,0,3,34,242,282,0,1,2,0,1,1750574,0,0
5178,2,30,0,1,26,297,333,1,3,2,0,1,4349861,1,0
5179,7,19,0,5,47,98,122,0,3,1,0,5,1933124,0,0
5180,1,10,0,2,30,87,131,0,4,4,0,4,2029672,0,0
5181,1,10,0,1,49,186,220,0,1,1,0,4,2495946,0,0
5182,3,2,0,2,41,244,256,0,3,1,0,5,4317430,1,0
5183,1,18,0,3,32,107,126,1,2,2,0,1,3382068,1,0
5184,1,8,0,2,49,169,118,0,2,5,0,3,3240678,0,0
5185,1,8,0,3,36,268,298,0,2,1,0,1,4437566,0,0
5186,7,9,0,1,38,71,95,1,2,1,0,2,3384506,1,0
5187,7,42,0,3,50,324,344,0,2,5,0,1,2685483,0,0
5188,7,12,0,2,51,89,101,0,2,2,0,5,3973865,0,0
5189,1,19,0,3,33,92,138,0,1,3,0,2,3710241,1,0
5190,3,7,0,1,31,111,143,0,3,1,0,1,2741815,0,0
5191,2,5,0,1,50,287,329,0,2,4,0,1,4238320,0,0
5192,2,17,0,2,30,102,137,0,2,4,0,4,3916901,1,0
5193,2,9,0,3,32,191,103,1,1,2,0,1,2871829,0,0
5194,7,11,0,1,45,103,125,0,1,3,0,2,4028209,0,0
5195,4,14,0,1,28,152,227,0,1,1,0,1,4252261,0,0
5196,7,14,0,1,44,255,295,0,2,3,0,3,4004442,0,0
5197,3,14,0,1,30,243,122,0,3,2,0,1,4517083,0,0
5198,7,14,0,1,31,244,180,1,3,2,0,4,3501639,0,0
5199,3,4,0,1,39,46,79,1,2,4,0,3,2795672,0,0
5200,1,7,0,2,30,6,19,1,1,2,0,4,1738720,0,0
